feature0,feature1,feature2,date,weather,target
0.27464720361244455,-0.6036204360190907,0.6888966666079323,2021-01-01,sunny,41.26978316781721
-0.30769127736700175,0.26902407317624666,-0.5664398537322193,2021-01-01,sunny,-147.974545241044
0.4778085626164694,-0.060137885503685214,1.9740999482418995,2021-01-01,cloudy,204.59748555803523
-0.603839552796151,-1.1495540632571182,-1.1884244215830193,2021-01-01,cloudy,-119.53589224143434
0.10471402943328433,0.2280533251240672,-0.4223148241252707,2021-01-01,cloudy,-34.25300712957124
1.0723006472880914,-0.5037094373682366,0.5709498398461205,2021-01-01,sunny,127.3423368526436
-1.0848560594614451,1.1173053155366646,-1.0455245570694658,2021-01-01,sunny,-72.75570512742225
-0.7977027599404173,0.46937222533875006,1.2740445379470846,2021-01-01,sunny,-9.792822816869982
-0.381735087240566,-0.1527944634020866,-0.4482827991587956,2021-01-01,sunny,3.1811537799277048
-3.0461430547999266,0.5433118913875197,-0.39238899814963674,2021-01-01,cloudy,-240.04591295684023
0.5898798207345195,-0.3638588099707899,0.7679024077327037,2021-01-01,sunny,121.74670394585696
1.8675579901499675,-0.977277879876411,2.240893199201458,2021-01-01,sunny,276.9050163327453
0.5707885293815738,1.5427963382930518,-0.9448701973880109,2021-01-02,cloudy,56.93167941339158
0.36559146022463607,-1.6677798928842373,-0.5843752753113219,2021-01-02,sunny,25.473754325857417
0.583569926909304,2.9290962417638613,0.20721739341095335,2021-01-02,sunny,20.57038514349025
0.8783037577325304,0.08645252400759346,-0.8869043262838756,2021-01-02,cloudy,7.611747774567468
-0.01568211160255477,0.16092816829822298,0.339964983801262,2021-01-02,rainy,16.521610431966412
2.339624806020058,-0.2764328450158372,0.045134015432010274,2021-01-02,sunny,155.719661899099
0.9667680111664602,0.5080679093914777,-0.5643010333021604,2021-01-02,sunny,110.16833901283438
1.2466951408944356,0.7006801090936924,0.2028810444426216,2021-01-02,cloudy,74.71041008255816
0.5082991855939731,0.5833680068212987,-1.9434568512868227,2021-01-02,cloudy,-29.82611010211957
-0.8707971491818818,-0.5788496647644155,-0.6848100909403132,2021-01-02,sunny,-40.64631664058805
0.17437304870152562,-2.19368335169466,-0.01325026793402666,2021-01-02,sunny,2.5419947331241772
-0.4213275873246805,-0.46931073627910674,0.768770644399475,2021-01-03,sunny,7.055509318538136
0.09419230031014657,-1.1476109448431353,-0.19839889682004574,2021-01-03,sunny,80.2688926361311
0.47706809235686526,-0.35595149304680634,-0.968082117664578,2021-01-03,sunny,11.17314177397423
-0.17346389707287913,-0.5100295397556169,1.123905305614439,2021-01-03,rainy,56.34997031506017
-1.3915052694042196,0.8690063428187611,0.9341797484997248,2021-01-03,rainy,-42.00655698475959
-1.0452533661469547,1.2111452896827009,0.6088438344754508,2021-01-03,sunny,-56.606269738048226
-1.8059362626034217,-0.01932279197126341,-0.0037628171450240252,2021-01-03,cloudy,-147.53029420758327
-0.9774648772458692,0.87938994191337,0.1474344016509719,2021-01-03,sunny,-20.876180517280176
1.079618592036821,-0.8133642592042029,1.15233156478312,2021-01-03,rainy,154.0676869604992
-1.3159074105115212,-0.461584604814709,1.117016288095853,2021-01-03,cloudy,12.631057570015585
0.6103793791072052,-1.188859257784029,-1.582938397335082,2021-01-03,cloudy,-63.92208613750849
-0.3479121493261526,0.15634896910398005,-1.980796468223927,2021-01-04,sunny,-200.06527677461392
1.0122605100653357,-1.527631948178774,-0.745023216807689,2021-01-04,rainy,-0.9769902472119867
-0.6758916940010166,-0.41321702835180807,-1.007909803283898,2021-01-04,rainy,-142.8735659747009
0.5592989813908843,-1.063695591025548,0.9508336970037996,2021-01-04,sunny,87.85499094168065
